Id,Title,Action,Drama,Adventure,Sci-Fi,Fantasy,Comedy,Romance,Thriller,Crime,War,Mystery,Animation,Children,Horror,Musical,Documentary,IMAX,Western,Film-Noir,Ratings,Label
2529, Harry and the Hendersons (1987),0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.3,2
2530, Let's Get Harry (1986),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,3
2531, Shanghai Surprise (1986),0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8.6,3
2532, Who's That Girl? (1987),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,1
2533, She-Devil (1989),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,3
2534, Date with an Angel (1987),0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.9,3
2535, Blind Date (1987),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.4,2
2536, Nadine (1987),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,3
2537," Muppet Movie, The (1979)",0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2.8,1
2538," Great Muppet Caper, The (1981)",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,2
2539," Muppets Take Manhattan, The (1984)",0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,8.3,3
2540, We're Back! A Dinosaur's Story (1993),0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2.7,1
2541, Baby... Secret of the Lost Legend (1985),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,1
2542, Turtle Diary (1985),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.8,1
2543, Raise the Titanic (1980),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4,0
2544, Titanic (1953),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0
2545," Night to Remember, A (1958)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,1
2546, Captain Horatio Hornblower R.N. (1951),1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.2,1
2547, Erin Brockovich (2000),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0
2548, Final Destination (2000),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3,0
2549, Soft Fruit (1999),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,3
2550," Bear, The (Ours, L') (1988)",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.9,0
2551, Love Is a Many-Splendored Thing (1955),0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0
2552," Mirror, The (Zerkalo) (1975)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,1
2553," Crimson Pirate, The (1952)",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,3
2554, Thelma & Louise (1991),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.7,2
2555, ...And Justice for All (1979),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.4,0
2556, Animal House (1978),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,2
2557, She's Gotta Have It (1986),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.7,3
2558, School Daze (1988),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,1
2559, Do the Right Thing (1989),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,1
2560, Mo' Better Blues (1990),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.7,1
2561, Jungle Fever (1991),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
2562," Champ, The (1979)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,3
2563, Creature Comforts (1989),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8.7,3
2564, Death Wish (1974),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.0,3
2565, Death Wish 2 (1982),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
2566, Death Wish 3 (1985),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,2
2567, Death Wish 4: The Crackdown (1987),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1
2568, Death Wish 5: The Face of Death (1994),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,1
2569, Double Indemnity (1944),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6.4,2
2570, Dying Young (1991),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
2571, Teenage Mutant Ninja Turtles (1990),1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7,0
2572, Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.2,2
2573, Teenage Mutant Ninja Turtles III (1993),1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.7,3
2574, Red Dawn (1984),1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.9,1
2575, Band of the Hand (1986),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.1,2
2576, Bloodsport (1988),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,2
2577, Eyes of Laura Mars (1978),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.4,2
2578, Funny Bones (1995),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,2
2579," Good Earth, The (1937)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2580," Good Morning, Vietnam (1987)",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.8,1
2581," Good Mother, The (1988)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,3
2582, Grumpy Old Men (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
2583, Guess Who's Coming to Dinner (1967),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,3
2584, Romeo Must Die (2000),1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.0,3
2585, Here on Earth (2000),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.4,3
2586, Whatever It Takes (2000),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.4,2
2587, Buddy Boy (1999),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.1,3
2588," Color of Paradise, The (Rang-e khoda) (1999)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,3
2589, Gothic (1986),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,1
2590, Lord of the Flies (1963),0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0
2591, Modern Times (1936),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.3,2
2592, Heart and Souls (1993),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,2
2593, Hud (1963),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.4,3
2594," Hustler, The (1961)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,1
2595, Inherit the Wind (1960),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0
2596, Dersu Uzala (1975),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2
2597, Close Encounters of the Third Kind (1977),0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0
2598, Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0
2599, Retroactive (1997),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.9,1
2600," Place in the Sun, A (1951)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.3,2
2601, Jacob's Ladder (1990),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.9,0
2602, Empire Records (1995),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0
2603," Bamba, La (1987)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0
2604, Ladyhawke (1985),0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0
2605, Lucas (1986),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1
2606, High Fidelity (2000),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.6,3
2607," Road to El Dorado, The (2000)",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8.0,3
2608," Skulls, The (2000)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.7,1
2609, Hook (1991),0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,1
2610," Son of the Sheik, The (1926)",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.1,3
2611, True Grit (1969),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8,1
2612, Madame Sousatzka (1988),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,3
2613, Max Dugan Returns (1983),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
2614, Midnight Express (1978),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,2
2615, Misery (1990),0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.7,1
2616, Mr. Saturday Night (1992),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1
2617, Murphy's Romance (1985),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.1,2
2618, My Life (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,3
2619, Solaris (Solyaris) (1972),0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.8,3
2620, Network (1976),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,2
2621, No Way Out (1987),0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.4,0
2622, North Dallas Forty (1979),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,3
2623," Odd Couple, The (1968)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0
2624," Outlaw Josey Wales, The (1976)",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9.0,3
2625, Frequency (2000),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.6,3
2626, Ready to Rumble (2000),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1
2627, Return to Me (2000),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.5,3
2628, Rules of Engagement (2000),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0,3
2629, Joe Gould's Secret (2000),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,2
2630, Me Myself I (2000),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0
2631," Bell, Book and Candle (1958)",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.2,2
2632, Force 10 from Navarone (1978),1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0
2633, Mystery Train (1989),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,1
2634, Arthur (1981),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.5,3
2635, Bachelor Party (1984),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,2
2636, Parenthood (1989),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,1
2637, Predator (1987),1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.6,3
2638," Prince of Tides, The (1991)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.6,2
2639," Postman Always Rings Twice, The (1981)",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.9,3
2640, All the Vermeers in New York (1990),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9.4,3
2641, 28 Days (2000),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,1
2642, American Psycho (2000),0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1.7,0
2643, Keeping the Faith (2000),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.8,2
2644, Where the Money Is (2000),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2
2645, East is East (1999),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1
2646," Filth and the Fury, The (2000)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.7,3
2647, Diner (1982),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2
2648, Shakes the Clown (1992),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,3
2649, Cabaret (1972),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0,2
2650, What Ever Happened to Baby Jane? (1962),0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8.7,3
2651, Auntie Mame (1958),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,3
2652, Guys and Dolls (1955),0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,6.9,2
2653, The Hunger (1983),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0
2654, Marathon Man (1976),0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.9,3
2655, Caddyshack (1980),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,2
2656, Gossip (2000),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.5,1
2657, Love and Basketball (2000),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0
2658, U-571 (2000),1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8.8,3
2659," Virgin Suicides, The (1999)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0
2660, Jennifer 8 (1992),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.2,0
2661, Limelight (1952),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1
2662," Crow: Salvation, The (2000)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.8,3
2663," Flintstones in Viva Rock Vegas, The (2000)",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.9,2
2664, Where the Heart Is (2000),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,2
2665," Big Kahuna, The (2000)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,3
2666, Bossa Nova (2000),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1
2667, Smiling Fish and Goat on Fire (1999),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
2668," Idiots, The (Idioterne) (1998)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,1
2669, Time Code (2000),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,1
2670, Carnosaur (1993),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.4,2
2671, Carnosaur 2 (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.8,2
2672, Carnosaur 3: Primal Species (1996),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.3,3
2673," Hidden, The (1987)",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.2,3
2674, Two Moon Junction (1988),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.7,1
2675, Gladiator (2000),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0
2676, Up at the Villa (2000),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,3
2677, Human Traffic (1999),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,2
2678, Breathless (1983),1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.7,1
2679, The Idolmaker (1980),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
2680, Inferno (1980),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6,0
2681," Lords of Flatbush, The (1974)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,3
2682, Mr. Mom (1983),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
2683," Time Masters (Maîtres du temps, Les) (1982)",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,1
2684, Battlefield Earth (2000),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,3
2685, Center Stage (2000),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4,1
2686, Screwed (2000),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,2
2687, Whipped (2000),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,1
2688, Hamlet (2000),0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7.8,3
2689, Anchors Aweigh (1945),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0
2690, Gypsy (1962),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.2,2
2691, On the Town (1949),0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,9.7,3
2692, Pee-wee's Big Adventure (1985),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0
2693, Regret to Inform (1998),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.2,0
2694, Honeymoon in Vegas (1992),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.7,2
2695, Dinosaur (2000),0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6.7,2
2696, Loser (2000),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.8,3
2697, Road Trip (2000),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,3
2698, Small Time Crooks (2000),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8.2,3
2699," Hollywood Knights, The (1980)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0
2700," Twelve Chairs, The (1970)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0
2701, Mission: Impossible II (2000),1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.1,1
2702, Shanghai Noon (2000),1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.2,0
2703, Better Living Through Circuitry (1999),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.7,2
2704, 8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,3
2705, Carnival of Souls (1962),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9.0,3
2706, Flying Tigers (1942),1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.7,1
2707," Gold Rush, The (1925)",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.8,2
2708, Monsieur Verdoux (1947),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.8,0
2709, On Her Majesty's Secret Service (1969),1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.1,0
2710, Seven Days in May (1964),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,1
2711," Spy Who Loved Me, The (1977)",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2712, Vagabond (Sans toit ni loi) (1985),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,1
2713, Moonraker (1979),1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.6,2
2714," Man with the Golden Gun, The (1974)",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.1,1
2715," King in New York, A (1957)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
2716," Woman of Paris, A (1923)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,1
2717," Fighting Seabees, The (1944)",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,2
2718, Big Momma's House (2000),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0
2719," Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.4,3
2720, American Gigolo (1980),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0
2721," City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.7,2
2722," Endless Summer, The (1966)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.2,2
2723," Guns of Navarone, The (1961)",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0,3
2724, Blow-Out (La grande bouffe) (1973),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,3
2725, Quatermass and the Pit (1967),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.4,1
2726, Puppet Master (1989),0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.3,1
2727, Puppet Master II (1991),0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.1,0
2728, Puppet Master III: Toulon's Revenge (1991),0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8.4,3
2729, Puppet Master 4 (1993),0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6.2,2
2730, Puppet Master 5: The Final Chapter (1994),0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5.1,2
2731, Rent-A-Cop (1988),1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8,0
2732, Romeo and Juliet (1968),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0
2733, Stay Tuned (1992),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3
2734, Blazing Saddles (1974),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.7,2
2735, Benji (1974),0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.4,2
2736, Benji the Hunted (1987),0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.1,2
2737, For the Love of Benji (1977),0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.0,2
2738, White Christmas (1954),0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0,1
2739, Eraserhead (1977),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.1,0
2740, Baraka (1992),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,2
2741," Man with the Golden Arm, The (1955)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,3
2742," Decline of Western Civilization, The (1981)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7.2,2
2743," Decline of Western Civilization Part II: The Metal Years, The (1988)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.6,1
2744, For a Few Dollars More (Per qualche dollaro in più) (1965),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.2,0
2745, Magnum Force (1973),1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.9,3
2746, Blood Simple (1984),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.0,3
2747," Fabulous Baker Boys, The (1989)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.7,3
2748, Prizzi's Honor (1985),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2749, Flatliners (1990),0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9.8,3
2750, Light Years (Gandahar) (1988),0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.4,1
2751, Porky's (1982),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,2
2752, Porky's II: The Next Day (1983),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0
2753, Porky's Revenge (1985),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1
2754, Private School (1983),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,3
2755, Class of Nuke 'Em High (1986),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.8,1
2756," Toxic Avenger, The (1985)",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,1
2757," Toxic Avenger, Part II, The (1989)",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8.4,3
2758," Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8.0,3
2759, Night of the Creeps (1986),0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6.7,2
